,Search Trends,close
2017-05-26 10:00:00,14.0,291.36
2017-05-26 11:00:00,27.0,289.8
2017-05-26 12:00:00,38.0,290.54
2017-05-26 13:00:00,46.0,288.27
2017-05-26 14:00:00,51.0,289.46
2017-05-26 15:00:00,53.0,286.59
2017-05-30 09:00:00,7.0,284.48
2017-05-30 10:00:00,13.0,281.85
2017-05-30 11:00:00,25.0,279.73
2017-05-30 12:00:00,35.0,279.921
2017-05-30 13:00:00,41.0,279.53
2017-05-30 14:00:00,46.0,277.19
2017-05-30 15:00:00,50.0,280.06
2017-05-31 09:00:00,7.0,276.3
2017-05-31 10:00:00,14.0,277.06
2017-05-31 11:00:00,26.0,276.43
2017-05-31 12:00:00,38.0,276.98
2017-05-31 13:00:00,45.0,277.16
2017-05-31 14:00:00,50.0,273.15
2017-05-31 15:00:00,54.0,274.97
2017-06-01 09:00:00,7.0,275.37
2017-06-01 10:00:00,14.0,274.43
2017-06-01 11:00:00,25.0,276.96
2017-06-01 12:00:00,36.0,277.68
2017-06-01 13:00:00,43.0,278.04
2017-06-01 14:00:00,50.0,278.96
2017-06-01 15:00:00,53.0,280.51
2017-06-02 09:00:00,7.0,278.86
2017-06-02 10:00:00,14.0,280.56
2017-06-02 11:00:00,26.0,279.065
2017-06-02 12:00:00,38.0,278.32
2017-06-02 13:00:00,43.0,279.22
2017-06-02 14:00:00,48.0,278.815
2017-06-02 15:00:00,54.0,280.14
2017-06-06 09:00:00,7.0,282.03
2017-06-06 10:00:00,13.0,281.79
2017-06-06 11:00:00,24.0,282.91
2017-06-06 12:00:00,35.0,285.27
2017-06-06 13:00:00,42.0,283.36
2017-06-06 14:00:00,47.0,283.545
2017-06-06 15:00:00,51.0,280.32
2017-06-07 09:00:00,8.0,284.99
2017-06-07 10:00:00,14.0,285.46
2017-06-07 11:00:00,25.0,283.79
2017-06-07 12:00:00,36.0,281.65
2017-06-07 13:00:00,43.0,281.41
2017-06-07 14:00:00,49.0,282.54
2017-06-07 15:00:00,54.0,285.35
2017-06-08 09:00:00,7.0,284.59
2017-06-08 10:00:00,13.0,283.32
2017-06-08 11:00:00,24.0,285.32
2017-06-08 12:00:00,35.0,285.15
2017-06-08 13:00:00,43.0,284.5
2017-06-08 14:00:00,51.0,286.43
2017-06-08 15:00:00,53.0,288.28
2017-06-09 09:00:00,7.0,290.83
2017-06-09 10:00:00,12.0,289.94
2017-06-09 11:00:00,24.0,288.01
2017-06-09 12:00:00,36.0,281.08
2017-06-09 13:00:00,43.0,275.325
2017-06-09 14:00:00,48.0,271.26
2017-06-09 15:00:00,51.0,274.57
2017-06-12 09:00:00,6.0,265.35
2017-06-12 10:00:00,12.0,270.13
2017-06-12 11:00:00,23.0,271.48
2017-06-12 12:00:00,36.0,269.305
2017-06-12 13:00:00,45.0,271.06
2017-06-12 14:00:00,51.0,270.565
2017-06-12 15:00:00,57.0,270.32
2017-06-13 09:00:00,7.0,270.22
2017-06-13 10:00:00,14.0,267.29
2017-06-13 11:00:00,25.0,272.27
2017-06-13 12:00:00,35.0,274.33
2017-06-13 13:00:00,44.0,274.64
2017-06-13 14:00:00,50.0,273.66
2017-06-13 15:00:00,54.0,272.89
2017-06-14 09:00:00,7.0,271.5
2017-06-14 10:00:00,14.0,270.96
2017-06-14 11:00:00,26.0,270.81
2017-06-14 12:00:00,38.0,271.19
2017-06-14 13:00:00,46.0,270.14
2017-06-14 14:00:00,52.0,267.4
2017-06-14 15:00:00,56.0,265.0
2017-06-15 09:00:00,7.0,258.8
2017-06-15 10:00:00,15.0,259.87
2017-06-15 11:00:00,26.0,261.785
2017-06-15 12:00:00,39.0,261.23
2017-06-15 13:00:00,47.0,262.74
2017-06-15 14:00:00,52.0,262.87
2017-06-15 15:00:00,55.0,262.795
2017-06-16 09:00:00,8.0,264.25
2017-06-16 10:00:00,15.0,262.89
2017-06-16 11:00:00,26.0,263.22
2017-06-16 12:00:00,38.0,262.735
2017-06-16 13:00:00,45.0,261.76
2017-06-16 14:00:00,51.0,263.2
2017-06-16 15:00:00,54.0,263.56
2017-06-19 09:00:00,6.0,270.845
2017-06-19 10:00:00,11.0,272.1
2017-06-19 11:00:00,20.0,273.38
2017-06-19 12:00:00,31.0,274.43
2017-06-19 13:00:00,40.0,274.75
2017-06-19 14:00:00,46.0,274.18
2017-06-19 15:00:00,51.0,273.96
2017-06-20 09:00:00,6.0,272.55
2017-06-20 10:00:00,9.0,273.3
2017-06-20 11:00:00,18.0,273.8
2017-06-20 12:00:00,29.0,272.74
2017-06-20 13:00:00,38.0,274.13
2017-06-20 14:00:00,44.0,272.08
2017-06-20 15:00:00,50.0,271.22
2017-06-22 09:00:00,7.0,275.29
2017-06-22 10:00:00,14.0,276.87
2017-06-22 11:00:00,26.0,276.98
2017-06-22 12:00:00,36.0,279.37
2017-06-22 13:00:00,44.0,279.4
2017-06-22 14:00:00,49.0,278.15
2017-06-22 15:00:00,53.0,275.43
2017-06-23 09:00:00,8.0,272.54
2017-06-23 10:00:00,15.0,274.36
2017-06-23 11:00:00,25.0,276.08
2017-06-23 12:00:00,37.0,276.81
2017-06-23 13:00:00,44.0,277.28
2017-06-23 14:00:00,49.0,276.35
2017-06-23 15:00:00,52.0,274.71
2017-06-26 09:00:00,7.0,276.08
2017-06-26 10:00:00,13.0,271.26
2017-06-26 11:00:00,23.0,270.68
2017-06-26 12:00:00,35.0,271.22
2017-06-26 13:00:00,45.0,270.84
2017-06-26 14:00:00,50.0,269.99
2017-06-26 15:00:00,54.0,268.055
2017-06-27 09:00:00,8.0,263.48
2017-06-27 10:00:00,15.0,262.49
2017-06-27 11:00:00,25.0,263.35
2017-06-27 12:00:00,37.0,261.6
2017-06-27 13:00:00,45.0,257.65
2017-06-27 14:00:00,52.0,257.815
2017-06-27 15:00:00,55.0,255.93
2017-06-28 09:00:00,6.0,251.725
2017-06-28 10:00:00,11.0,259.0
2017-06-28 11:00:00,20.0,258.84
2017-06-28 12:00:00,31.0,257.695
2017-06-28 13:00:00,38.0,257.4
2017-06-28 14:00:00,42.0,261.0
2017-06-28 15:00:00,47.0,261.87
2017-06-29 09:00:00,7.0,257.31
2017-06-29 10:00:00,12.0,256.62
2017-06-29 11:00:00,22.0,251.76
2017-06-29 12:00:00,32.0,250.63
2017-06-29 13:00:00,39.0,247.81
2017-06-29 14:00:00,43.0,249.5
2017-06-29 15:00:00,47.0,252.19
2017-06-30 09:00:00,7.0,249.81
2017-06-30 10:00:00,13.0,251.43
2017-06-30 11:00:00,21.0,252.04
2017-06-30 12:00:00,31.0,252.17
2017-06-30 13:00:00,39.0,252.69
2017-06-30 14:00:00,44.0,253.62
2017-06-30 15:00:00,47.0,250.87
2017-07-03 09:00:00,7.0,252.72
2017-07-03 10:00:00,11.0,251.13
2017-07-03 11:00:00,20.0,251.05
2017-07-03 12:00:00,30.0,250.87
2017-07-05 09:00:00,7.0,250.62
2017-07-05 10:00:00,12.0,248.7
2017-07-05 11:00:00,21.0,251.19
2017-07-05 12:00:00,30.0,250.41
2017-07-05 13:00:00,38.0,249.87
2017-07-05 14:00:00,45.0,250.0
2017-07-05 15:00:00,49.0,249.08
2017-07-06 09:00:00,7.0,247.105
2017-07-06 10:00:00,12.0,248.31
2017-07-06 11:00:00,22.0,250.46
2017-07-06 12:00:00,34.0,251.885
2017-07-06 13:00:00,40.0,250.87
2017-07-06 14:00:00,46.0,251.37
2017-07-06 15:00:00,51.0,251.09
2017-07-07 09:00:00,8.0,256.59
2017-07-07 10:00:00,13.0,255.405
2017-07-07 11:00:00,23.0,254.1
2017-07-07 12:00:00,33.0,254.5
2017-07-07 13:00:00,41.0,253.99
2017-07-07 14:00:00,47.0,254.9
2017-07-07 15:00:00,50.0,255.43
2017-07-10 09:00:00,6.0,254.63
2017-07-10 10:00:00,11.0,257.26
2017-07-10 11:00:00,20.0,257.81
2017-07-10 12:00:00,32.0,260.615
2017-07-10 13:00:00,39.0,259.81
2017-07-10 14:00:00,47.0,260.445
2017-07-10 15:00:00,54.0,259.78
2017-07-11 09:00:00,7.0,261.01
2017-07-11 10:00:00,12.0,258.455
2017-07-11 11:00:00,21.0,259.67
2017-07-11 12:00:00,32.0,260.91
2017-07-11 13:00:00,40.0,261.48
2017-07-11 14:00:00,48.0,261.93
2017-07-11 15:00:00,52.0,262.46
2017-07-12 09:00:00,7.0,272.52
2017-07-12 10:00:00,13.0,271.63
2017-07-12 11:00:00,22.0,273.13
2017-07-12 12:00:00,33.0,272.69
2017-07-12 13:00:00,42.0,273.26
2017-07-12 14:00:00,49.0,273.06
2017-07-12 15:00:00,52.0,274.35
2017-07-13 09:00:00,7.0,275.26
2017-07-13 10:00:00,13.0,273.14
2017-07-13 11:00:00,22.0,272.92
2017-07-13 12:00:00,33.0,272.72
2017-07-13 13:00:00,41.0,271.25
2017-07-13 14:00:00,47.0,272.1
2017-07-13 15:00:00,53.0,271.55
2017-07-14 09:00:00,8.0,272.02
2017-07-14 10:00:00,14.0,270.16
2017-07-14 11:00:00,24.0,269.05
2017-07-14 12:00:00,34.0,269.97
2017-07-14 13:00:00,41.0,271.89
2017-07-14 14:00:00,46.0,272.22
2017-07-14 15:00:00,49.0,273.51
2017-07-17 09:00:00,6.0,277.33
2017-07-17 10:00:00,10.0,276.85
2017-07-17 11:00:00,19.0,274.27
2017-07-17 12:00:00,30.0,276.8
2017-07-17 13:00:00,41.0,275.22
2017-07-17 14:00:00,49.0,275.96
2017-07-17 15:00:00,54.0,276.09
2017-07-18 09:00:00,6.0,276.6
2017-07-18 10:00:00,12.0,276.51
2017-07-18 11:00:00,21.0,274.85
2017-07-18 12:00:00,34.0,276.32
2017-07-18 13:00:00,41.0,276.93
2017-07-18 14:00:00,47.0,276.89
2017-07-18 15:00:00,53.0,280.13
2017-07-19 09:00:00,7.0,280.82
2017-07-19 10:00:00,12.0,278.7
2017-07-19 11:00:00,22.0,279.96
2017-07-19 12:00:00,33.0,280.19
2017-07-19 13:00:00,41.0,280.37
2017-07-19 14:00:00,49.0,280.97
2017-07-19 15:00:00,53.0,280.68
2017-07-20 09:00:00,6.0,280.0
2017-07-20 10:00:00,10.0,280.835
2017-07-20 11:00:00,18.0,282.41
2017-07-20 12:00:00,28.0,283.53
2017-07-20 13:00:00,36.0,282.09
2017-07-20 14:00:00,42.0,282.59
2017-07-20 15:00:00,47.0,282.04
2017-07-21 09:00:00,7.0,280.36
2017-07-21 10:00:00,11.0,281.1
2017-07-21 11:00:00,20.0,280.9
2017-07-21 12:00:00,32.0,281.1
2017-07-21 13:00:00,39.0,279.585
2017-07-21 14:00:00,46.0,279.78
2017-07-21 15:00:00,49.0,280.22
2017-07-24 09:00:00,6.0,281.53
2017-07-24 10:00:00,10.0,282.39
2017-07-24 11:00:00,18.0,281.81
2017-07-24 12:00:00,27.0,282.06
2017-07-24 13:00:00,37.0,281.57
2017-07-24 14:00:00,44.0,282.01
2017-07-24 15:00:00,51.0,282.38
2017-07-25 09:00:00,7.0,277.74
2017-07-25 10:00:00,12.0,278.63
2017-07-25 11:00:00,21.0,279.08
2017-07-25 12:00:00,32.0,279.32
2017-07-25 13:00:00,41.0,279.63
2017-07-25 14:00:00,47.0,278.91
2017-07-25 15:00:00,53.0,279.25
2017-07-26 09:00:00,6.0,281.93
2017-07-26 10:00:00,11.0,281.8
2017-07-26 11:00:00,20.0,281.71
2017-07-26 12:00:00,30.0,281.43
2017-07-26 13:00:00,38.0,282.5
2017-07-26 14:00:00,46.0,284.36
2017-07-26 15:00:00,51.0,285.92
2017-07-27 09:00:00,7.0,289.42
2017-07-27 10:00:00,12.0,289.99
2017-07-27 11:00:00,21.0,289.14
2017-07-27 12:00:00,30.0,285.34
2017-07-27 13:00:00,38.0,285.67
2017-07-27 14:00:00,46.0,285.98
2017-07-27 15:00:00,50.0,286.62
2017-07-28 09:00:00,7.0,289.72
2017-07-28 10:00:00,11.0,288.7
2017-07-28 11:00:00,21.0,289.93
2017-07-28 12:00:00,32.0,288.335
2017-07-28 13:00:00,39.0,287.285
2017-07-28 14:00:00,44.0,288.91
2017-07-28 15:00:00,48.0,288.97
2017-07-31 09:00:00,6.0,290.07
2017-07-31 10:00:00,11.0,288.565
2017-07-31 11:00:00,20.0,289.515
2017-07-31 12:00:00,30.0,288.76
2017-07-31 13:00:00,40.0,288.47
2017-07-31 14:00:00,47.0,288.42
2017-07-31 15:00:00,53.0,288.36
2017-08-01 09:00:00,7.0,288.745
2017-08-01 10:00:00,13.0,289.43
2017-08-01 11:00:00,23.0,289.5
2017-08-01 12:00:00,33.0,289.46
2017-08-01 13:00:00,42.0,289.6
2017-08-01 14:00:00,47.0,288.65
2017-08-01 15:00:00,52.0,288.81
2017-08-02 09:00:00,7.0,289.38
2017-08-02 10:00:00,12.0,284.68
2017-08-02 11:00:00,23.0,284.34
2017-08-02 12:00:00,33.0,282.75
2017-08-02 13:00:00,40.0,285.59
2017-08-02 14:00:00,47.0,286.68
2017-08-02 15:00:00,51.0,286.57
2017-08-03 12:00:00,34.0,290.27
2017-08-03 13:00:00,41.0,291.25
2017-08-03 14:00:00,46.0,290.535
2017-08-03 15:00:00,50.0,292.69
2017-08-03 16:00:00,54.0,259.9
2017-08-03 18:00:00,57.0,266.3
2017-08-04 09:00:00,8.0,268.58
2017-08-04 10:00:00,13.0,265.77
2017-08-04 11:00:00,23.0,264.0
2017-08-04 12:00:00,34.0,266.91
2017-08-04 13:00:00,40.0,261.88
2017-08-04 14:00:00,46.0,261.4
2017-08-04 15:00:00,49.0,260.29
2017-08-07 09:00:00,6.0,254.945
2017-08-07 10:00:00,12.0,256.0
2017-08-07 11:00:00,22.0,256.12
2017-08-07 12:00:00,32.0,256.92
2017-08-07 13:00:00,40.0,258.83
2017-08-07 14:00:00,54.0,257.14
2017-08-07 15:00:00,78.0,255.99
2017-08-08 09:00:00,8.0,256.41
2017-08-08 10:00:00,15.0,255.08
2017-08-08 11:00:00,25.0,255.4
2017-08-08 12:00:00,36.0,255.985
2017-08-08 13:00:00,42.0,256.94
2017-08-08 14:00:00,50.0,255.385
2017-08-08 15:00:00,53.0,251.92
2017-08-09 09:00:00,7.0,246.995
2017-08-09 10:00:00,14.0,247.39
2017-08-09 11:00:00,25.0,250.17
2017-08-09 12:00:00,36.0,249.89
2017-08-09 13:00:00,43.0,251.025
2017-08-09 14:00:00,48.0,249.91
2017-08-09 15:00:00,53.0,251.69
2017-08-10 09:00:00,7.0,249.4
2017-08-10 10:00:00,13.0,244.24
2017-08-10 11:00:00,23.0,238.7
2017-08-10 12:00:00,33.0,237.35
2017-08-10 13:00:00,41.0,236.935
2017-08-10 14:00:00,47.0,237.31
2017-08-10 15:00:00,51.0,232.62
2017-08-11 09:00:00,7.0,235.42
2017-08-11 10:00:00,15.0,235.14
2017-08-11 11:00:00,26.0,235.96
2017-08-11 12:00:00,36.0,239.49
2017-08-11 13:00:00,44.0,239.03
2017-08-11 14:00:00,50.0,239.75
2017-08-11 15:00:00,54.0,240.19
2017-08-14 09:00:00,6.0,238.5
2017-08-14 10:00:00,11.0,236.85
2017-08-14 11:00:00,22.0,236.89
2017-08-14 12:00:00,35.0,236.319
2017-08-14 13:00:00,43.0,234.96
2017-08-14 14:00:00,50.0,234.94
2017-08-14 15:00:00,56.0,236.91
2017-08-15 09:00:00,8.0,236.725
2017-08-15 10:00:00,15.0,236.5
2017-08-15 11:00:00,27.0,235.01
2017-08-15 12:00:00,39.0,236.48
2017-08-15 13:00:00,49.0,235.12
2017-08-15 14:00:00,55.0,235.27
2017-08-15 15:00:00,60.0,236.17
2017-08-16 09:00:00,8.0,239.63
2017-08-16 10:00:00,15.0,240.44
2017-08-16 11:00:00,26.0,238.7
2017-08-16 12:00:00,38.0,240.515
2017-08-16 13:00:00,45.0,242.12
2017-08-16 14:00:00,50.0,241.87
2017-08-16 15:00:00,55.0,241.81
2017-08-17 09:00:00,8.0,242.015
2017-08-17 10:00:00,15.0,240.12
2017-08-17 11:00:00,26.0,239.5
2017-08-17 12:00:00,37.0,237.6
2017-08-17 13:00:00,43.0,237.63
2017-08-17 14:00:00,49.0,236.98
2017-08-17 15:00:00,53.0,234.17
2017-08-18 09:00:00,8.0,234.4
2017-08-18 10:00:00,15.0,235.2
2017-08-18 11:00:00,26.0,237.18
2017-08-18 12:00:00,37.0,237.49
2017-08-18 13:00:00,43.0,237.32
2017-08-18 14:00:00,48.0,235.76
2017-08-18 15:00:00,52.0,236.57
2017-08-21 09:00:00,5.0,238.44
2017-08-21 10:00:00,8.0,237.87
2017-08-21 11:00:00,16.0,239.895
2017-08-21 12:00:00,27.0,240.02
2017-08-21 13:00:00,35.0,240.375
2017-08-21 14:00:00,42.0,241.42
2017-08-21 15:00:00,47.0,241.93
2017-08-22 09:00:00,7.0,243.065
2017-08-22 10:00:00,13.0,243.16
2017-08-22 11:00:00,25.0,242.62
2017-08-22 12:00:00,35.0,243.45
2017-08-22 13:00:00,44.0,243.0
2017-08-22 14:00:00,50.0,244.085
2017-08-22 15:00:00,55.0,243.18
2017-08-23 09:00:00,8.0,243.33
2017-08-23 10:00:00,14.0,242.63
2017-08-23 11:00:00,25.0,244.32
2017-08-23 12:00:00,36.0,243.89
2017-08-23 13:00:00,44.0,243.89
2017-08-23 14:00:00,50.0,244.01
2017-08-23 15:00:00,54.0,243.82
2017-08-24 09:00:00,7.0,240.89
2017-08-24 10:00:00,14.0,244.09
2017-08-24 11:00:00,26.0,242.92
2017-08-24 12:00:00,36.0,243.59
2017-08-24 13:00:00,45.0,243.12
2017-08-24 14:00:00,49.0,243.14
2017-08-24 15:00:00,53.0,243.52
2017-08-25 09:00:00,8.0,248.435
2017-08-25 10:00:00,15.0,246.89
2017-08-25 11:00:00,25.0,245.945
2017-08-25 12:00:00,37.0,247.095
2017-08-25 13:00:00,44.0,246.435
2017-08-25 14:00:00,49.0,246.21
2017-08-25 15:00:00,53.0,246.69
2017-08-28 09:00:00,7.0,245.08
2017-08-28 10:00:00,13.0,246.19
2017-08-28 11:00:00,23.0,246.67
2017-08-28 12:00:00,36.0,244.0
2017-08-28 13:00:00,44.0,243.62
2017-08-28 14:00:00,50.0,242.58
2017-08-28 15:00:00,55.0,242.43
2017-08-29 09:00:00,8.0,239.255
2017-08-29 10:00:00,15.0,240.3
2017-08-29 11:00:00,26.0,243.54
2017-08-29 12:00:00,38.0,242.47
2017-08-29 13:00:00,44.0,241.65
2017-08-29 14:00:00,51.0,241.865
2017-08-29 15:00:00,56.0,240.76
2017-08-30 09:00:00,7.0,241.68
2017-08-30 10:00:00,14.0,242.87
2017-08-30 11:00:00,25.0,242.385
2017-08-30 12:00:00,36.0,242.36
2017-08-30 13:00:00,43.0,242.36
2017-08-30 14:00:00,46.0,243.98
2017-08-30 15:00:00,51.0,246.86
2017-09-01 09:00:00,8.0,253.85
2017-09-01 10:00:00,15.0,256.705
2017-09-01 11:00:00,25.0,253.26
2017-09-01 12:00:00,34.0,254.69
2017-09-01 13:00:00,41.0,254.26
2017-09-01 14:00:00,45.0,253.705
2017-09-01 15:00:00,49.0,252.0
2017-09-05 09:00:00,7.0,253.9
2017-09-05 10:00:00,14.0,255.17
2017-09-05 11:00:00,24.0,254.965
2017-09-05 12:00:00,34.0,254.69
2017-09-05 13:00:00,41.0,254.26
2017-09-05 14:00:00,46.0,256.295
2017-09-05 15:00:00,50.0,256.72
2017-09-06 09:00:00,8.0,256.03
2017-09-06 10:00:00,15.0,254.43
2017-09-06 11:00:00,26.0,255.21
2017-09-06 12:00:00,36.0,254.7
2017-09-06 13:00:00,42.0,256.05
2017-09-06 14:00:00,47.0,257.18
2017-09-06 15:00:00,50.0,258.01
2017-09-07 09:00:00,8.0,257.5
2017-09-07 10:00:00,15.0,258.49
2017-09-07 11:00:00,26.0,258.74
2017-09-07 12:00:00,36.0,259.23
2017-09-07 13:00:00,42.0,259.63
2017-09-07 14:00:00,48.0,258.96
2017-09-07 15:00:00,50.0,258.67
2017-09-08 09:00:00,7.0,259.47
2017-09-08 10:00:00,14.0,261.5
2017-09-08 11:00:00,25.0,261.38
2017-09-08 12:00:00,36.0,261.33
2017-09-08 13:00:00,48.0,260.33
2017-09-08 14:00:00,57.0,260.45
2017-09-08 15:00:00,59.0,260.08
2017-09-11 09:00:00,6.0,274.42
2017-09-11 10:00:00,11.0,274.36
2017-09-11 11:00:00,20.0,277.98
2017-09-11 12:00:00,33.0,281.06
2017-09-11 13:00:00,41.0,281.5
2017-09-11 14:00:00,47.0,283.3
2017-09-11 15:00:00,54.0,285.25
2017-09-12 09:00:00,8.0,282.27
2017-09-12 10:00:00,14.0,284.925
2017-09-12 11:00:00,25.0,288.94
2017-09-12 12:00:00,35.0,291.22
2017-09-12 13:00:00,42.0,295.16
2017-09-12 14:00:00,48.0,291.37
2017-09-12 15:00:00,51.0,290.695
2017-09-13 09:00:00,8.0,288.5
2017-09-13 10:00:00,14.0,291.85
2017-09-13 11:00:00,26.0,290.03
2017-09-13 12:00:00,35.0,290.12
2017-09-13 13:00:00,42.0,291.08
2017-09-13 14:00:00,47.0,292.235
2017-09-13 15:00:00,51.0,292.14
2017-09-14 09:00:00,8.0,290.31
2017-09-14 10:00:00,15.0,290.5
2017-09-14 11:00:00,26.0,291.38
2017-09-14 12:00:00,36.0,290.62
2017-09-14 13:00:00,41.0,290.54
2017-09-14 14:00:00,47.0,289.38
2017-09-14 15:00:00,50.0,287.81
2017-09-15 09:00:00,8.0,283.9
2017-09-15 10:00:00,15.0,288.8
2017-09-15 11:00:00,26.0,287.19
2017-09-15 12:00:00,35.0,285.59
2017-09-15 13:00:00,42.0,284.43
2017-09-15 14:00:00,47.0,283.89
2017-09-15 15:00:00,49.0,282.59
2017-09-18 09:00:00,7.0,284.64
2017-09-18 10:00:00,13.0,287.42
2017-09-18 11:00:00,23.0,287.77
2017-09-18 12:00:00,33.0,288.86
2017-09-18 13:00:00,42.0,290.82
2017-09-18 14:00:00,47.0,288.8
2017-09-18 15:00:00,52.0,289.71
2017-09-19 09:00:00,8.0,285.7
2017-09-19 10:00:00,15.0,288.0
2017-09-19 11:00:00,27.0,288.04
2017-09-19 12:00:00,36.0,287.81
2017-09-19 13:00:00,42.0,288.3
2017-09-19 14:00:00,46.0,289.09
2017-09-19 15:00:00,52.0,289.79
2017-09-20 09:00:00,8.0,295.16
2017-09-20 10:00:00,14.0,294.455
2017-09-20 11:00:00,25.0,293.5
2017-09-20 12:00:00,33.0,291.97
2017-09-20 13:00:00,39.0,289.61
2017-09-20 14:00:00,45.0,290.465
2017-09-20 15:00:00,48.0,289.8
2017-09-21 09:00:00,7.0,284.41
2017-09-21 10:00:00,14.0,282.35
2017-09-21 11:00:00,23.0,281.92
2017-09-21 12:00:00,33.0,282.9
2017-09-21 13:00:00,44.0,283.74
2017-09-21 14:00:00,46.0,283.205
2017-09-21 15:00:00,47.0,281.84
2017-09-22 09:00:00,7.0,281.345
2017-09-22 10:00:00,15.0,282.0
2017-09-22 11:00:00,25.0,280.925
2017-09-22 12:00:00,35.0,280.53
2017-09-22 13:00:00,41.0,280.51
2017-09-22 14:00:00,44.0,280.98
2017-09-22 15:00:00,47.0,279.56
2017-09-25 09:00:00,7.0,272.39
2017-09-25 10:00:00,13.0,266.65
2017-09-25 11:00:00,24.0,265.08
2017-09-25 12:00:00,34.0,264.56
2017-09-25 13:00:00,41.0,266.04
2017-09-25 14:00:00,47.0,268.76
2017-09-25 15:00:00,51.0,270.38
2017-09-26 09:00:00,8.0,270.0
2017-09-26 10:00:00,16.0,268.84
2017-09-26 11:00:00,26.0,265.8
2017-09-26 12:00:00,37.0,266.41
2017-09-26 13:00:00,42.0,268.67
2017-09-26 14:00:00,48.0,269.32
2017-09-26 15:00:00,51.0,269.19
2017-09-27 09:00:00,8.0,273.505
2017-09-27 10:00:00,15.0,272.16
2017-09-27 11:00:00,27.0,271.92
2017-09-27 12:00:00,37.0,269.81
2017-09-27 13:00:00,44.0,269.05
2017-09-27 14:00:00,49.0,269.89
2017-09-27 15:00:00,51.0,266.96
2017-09-28 09:00:00,8.0,268.3
2017-09-28 10:00:00,17.0,265.02
2017-09-28 11:00:00,27.0,264.09
2017-09-28 12:00:00,37.0,263.19
2017-09-28 13:00:00,43.0,262.34
2017-09-28 14:00:00,48.0,260.9
2017-09-28 15:00:00,52.0,262.05
2017-09-29 09:00:00,9.0,262.07
2017-09-29 10:00:00,17.0,262.01
2017-09-29 11:00:00,28.0,260.36
2017-09-29 12:00:00,37.0,260.64
2017-09-29 13:00:00,43.0,260.48
2017-09-29 14:00:00,48.0,258.76
2017-09-29 15:00:00,51.0,259.2
2017-10-02 09:00:00,7.0,264.12
2017-10-02 10:00:00,13.0,265.26
2017-10-02 11:00:00,23.0,263.52
2017-10-02 12:00:00,31.0,266.0
2017-10-02 13:00:00,38.0,266.37
2017-10-02 14:00:00,43.0,266.69
2017-10-02 15:00:00,47.0,263.56
2017-10-03 09:00:00,8.0,260.23
2017-10-03 10:00:00,15.0,257.67
2017-10-03 11:00:00,26.0,257.125
2017-10-03 12:00:00,35.0,257.64
2017-10-03 13:00:00,41.0,258.06
2017-10-03 14:00:00,45.0,261.31
2017-10-03 15:00:00,49.0,264.56
2017-10-04 09:00:00,9.0,269.065
2017-10-04 10:00:00,17.0,270.1
2017-10-04 11:00:00,28.0,267.95
2017-10-04 12:00:00,37.0,266.02
2017-10-04 13:00:00,43.0,260.97
2017-10-04 14:00:00,49.0,262.51
2017-10-04 15:00:00,51.0,263.87
2017-10-05 09:00:00,9.0,267.655
2017-10-05 10:00:00,16.0,270.0
2017-10-05 11:00:00,26.0,269.8
2017-10-05 12:00:00,36.0,270.01
2017-10-05 13:00:00,42.0,270.71
2017-10-05 14:00:00,49.0,270.78
2017-10-05 15:00:00,52.0,270.05
2017-10-06 09:00:00,8.0,271.095
2017-10-06 10:00:00,16.0,270.761
2017-10-06 11:00:00,26.0,271.87
2017-10-06 12:00:00,34.0,269.74
2017-10-06 13:00:00,41.0,269.91
2017-10-06 14:00:00,44.0,269.24
2017-10-06 15:00:00,48.0,268.85
2017-10-09 09:00:00,7.0,271.07
2017-10-09 10:00:00,15.0,270.12
2017-10-09 11:00:00,25.0,270.705
2017-10-09 12:00:00,35.0,270.08
2017-10-09 13:00:00,43.0,269.92
2017-10-09 14:00:00,48.0,269.86
2017-10-09 15:00:00,51.0,269.89
2017-10-10 09:00:00,9.0,270.0
2017-10-10 10:00:00,17.0,270.08
2017-10-10 11:00:00,29.0,270.73
2017-10-10 12:00:00,37.0,272.63
2017-10-10 13:00:00,44.0,272.28
2017-10-10 14:00:00,49.0,273.66
2017-10-10 15:00:00,51.0,273.46
2017-10-11 09:00:00,5.0,273.02
2017-10-11 10:00:00,11.0,274.81
2017-10-11 11:00:00,18.0,274.81
2017-10-11 12:00:00,25.0,275.32
2017-10-11 13:00:00,30.0,272.1
2017-10-11 14:00:00,33.0,274.08
2017-10-11 15:00:00,36.0,274.49
2017-10-12 09:00:00,5.0,258.505
2017-10-12 10:00:00,11.0,255.91
2017-10-12 11:00:00,18.0,247.61
2017-10-12 12:00:00,25.0,248.78
2017-10-12 13:00:00,30.0,245.22
2017-10-12 14:00:00,34.0,246.65
2017-10-12 15:00:00,36.0,246.34
2017-10-13 09:00:00,6.0,242.21
2017-10-13 10:00:00,11.0,246.76
2017-10-13 11:00:00,19.0,249.95
2017-10-13 12:00:00,26.0,246.73
2017-10-13 13:00:00,30.0,248.04
2017-10-13 14:00:00,33.0,245.43
2017-10-13 15:00:00,36.0,244.86
2017-10-16 09:00:00,3.0,242.01
2017-10-16 10:00:00,6.0,235.84
2017-10-16 11:00:00,12.0,232.1
2017-10-16 12:00:00,19.0,231.4
2017-10-16 13:00:00,25.0,231.57
2017-10-16 14:00:00,29.0,234.53
